,total_cpu_time_seconds,num_jobs,tool_name_version
2022-05,284194,54,augustus_training/3.4.0
2022-05,283070,264,fastq_quality_trimmer/1.1.5
2022-05,282624,36,deeptools_plot_fingerprint/3.5.1.0.0
2022-05,260576,1457,cshl_fastx_trimmer/1.0.2+galaxy0
2022-05,259782,2375,fastqc/0.72+galaxy1
2022-05,256433,574,fasttree/2.1.10+galaxy1
2022-05,249188,440,qualimap_bamqc/2.2.2c
2022-05,245582,1425,samtool_filter2/1.8+galaxy1
2022-05,236089,84,deeptools_bigwig_compare/3.5.1.0.0
2022-05,235931,252,bwa_mem2/2.2.1+galaxy0
2022-05,235476,641,cshl_fastq_to_fasta/1.0.2
2022-05,232607,19263,snpSift_filter/4.3+t.galaxy1
2022-05,230302,57,spades_plasmidspades/3.15.3+galaxy2
2022-05,229043,115,gd_raxml/1.0.0
2022-05,221696,125,sailfish/0.10.1.1
2022-05,219615,544,fastq_paired_end_splitter/1.1.5
2022-05,207530,110,fastq_manipulation/1.1.5
2022-05,204942,3031,fastp/0.20.1+galaxy0
2022-05,200493,173,picard_MergeSamFiles/2.18.2.1
2022-05,196234,1199,ggplot2_heatmap2/3.0.1
2022-05,195033,133,presto_maskprimers/0.5.4
2022-05,194887,10396,Filter1/Filter1
2022-05,194725,327,trimmomatic/0.36.6
2022-05,189887,15735,snpSift_extractFields/4.3+t.galaxy0
2022-05,187351,474,CONVERTER_bam_to_coodinate_sorted_bam/CONVERTER_bam_to_coodinate_sorted_bam
2022-05,181005,1010,deg_annotate/1.1.0
2022-05,175259,2349,lofreq_viterbi/2.1.5+galaxy0
2022-05,173101,338,varscan/2.4.2
2022-05,170796,100,random_lines1/random_lines1
2022-05,166543,197,CONVERTER_bam_to_qname_sorted_bam/CONVERTER_bam_to_qname_sorted_bam
2022-05,166056,223,sickle/1.33.2
2022-05,166036,3103,lastz_wrapper_2/1.3.3
2022-05,165261,21608,Cut1/Cut1
2022-05,163386,50,augustus/3.4.0+galaxy1
2022-05,162721,6,spades/3.15.3+galaxy2
2022-05,162329,24,bioext_bealign/0.20.4+galaxy0
2022-05,158463,20,dexseq/1.28.1+galaxy1
2022-05,157183,3303,medaka_variant/1.3.2+galaxy1
2022-05,155855,5,fastq_groomer/1.1.1
2022-05,154645,215,openbabel_compound_convert/3.1.1+galaxy0
2022-05,153551,1027,snpEff/4.3+T.galaxy1
2022-05,151461,118,rbc_mirdeep2_quantifier/2.0.0
2022-05,147623,261,rseqc_read_distribution/2.6.4.1
2022-05,147093,2882,fastq_to_fasta_python/1.1.5
2022-05,146413,14,cuffnorm/2.2.1.3
2022-05,144456,161,__EXPORT_HISTORY__/__EXPORT_HISTORY__
2022-05,143201,17,fasterq_dump/2.10.8+galaxy0
2022-05,136916,218,diffbind/2.10.0
2022-05,136480,9,deeptools_plot_fingerprint/2.5.0.0
2022-05,135624,38,fasterq_dump/2.11.0+galaxy0
2022-05,135415,19,vcfrandomsample/1.0.0_rc3+galaxy0
2022-05,132634,277,mummer_nucmer/4.0.0rc1+galaxy2
2022-05,129969,80,transdecoder/5.5.0+galaxy2
2022-05,129587,713,samtools_view/1.13+galaxy1
2022-05,128522,5134,samtools_stats/2.0.2+galaxy2
2022-05,127569,12,deeptools_bam_pe_fragmentsize/3.5.1.0.0
2022-05,124385,41,hisat2/2.1.0+galaxy7
2022-05,122823,9,bcftools_mpileup/1.4.0.0
2022-05,121340,1797,bamleftalign/1.3.1
2022-05,119388,303,pathview/1.24.0+galaxy0
2022-05,117514,274,ivar_removereads/1.3.1+galaxy2
2022-05,116985,15,strelka_somatic/2.9.10+galaxy0
2022-05,116125,574,bedtools_bamtobed/2.30.0+galaxy2
2022-05,116100,29,cutadapt/1.16.5
2022-05,116011,4238,multiqc/1.11+galaxy0
2022-05,115449,31,deeptools_multi_bigwig_summary/3.5.1.0.0
2022-05,109564,57,deeptools_multi_bam_summary/3.3.2.0.0
2022-05,107968,62,naive_variant_caller/0.0.4
2022-05,106419,104,sam_pileup/1.1.3
2022-05,106260,356,cshl_fastx_renamer/0.0.14+galaxy1
2022-05,105907,712,fastq_paired_end_interlacer/1.2.0.1+galaxy0
2022-05,104053,167,seqtk_sample/1.3.2
2022-05,102069,13,maxquant/1.6.10.43+galaxy3
2022-05,101740,66,cutadapt/3.5+galaxy1
2022-05,100933,236,cuffmerge/0.0.5
2022-05,100428,63,picard_FilterSamReads/2.18.2.1
2022-05,100101,607,picard_AddOrReplaceReadGroups/2.18.2.1
2022-05,99605,21,rbc_mafft_add/7.489+galaxy0
2022-05,97629,2473,join1/join1
2022-05,97070,681,docking/1.2.3+galaxy0
2022-05,96891,563,chipseeker/1.18.0+galaxy1
2022-05,96240,5,multigps/0.74.0
2022-05,95682,4,slamdunk/0.4.3+galaxy1
2022-05,95476,12,metaspades/3.9.0
2022-05,94254,71,mimodd_varextract/0.1.9
2022-05,93949,158,macs2_predictd/2.1.1.20160309.1
2022-05,93292,15,transit_resampling/3.0.2+galaxy1
2022-05,92279,397,fastq_paired_end_joiner/2.0.1.1+galaxy0
2022-05,91514,155,cutadapt/3.4+galaxy0
2022-05,91025,947,limma_voom/3.48.0+galaxy2
2022-05,89848,6,spades_metaviralspades/3.15.4+galaxy0
2022-05,89553,2163,qualimap_bamqc/2.2.2d+galaxy3
2022-05,86911,237,split_file_to_collection/0.5.0
2022-05,84276,135,presto_filterseq/0.5.4
2022-05,83912,361,samtools_fastx/1.13
2022-05,80448,3282,snpeff_sars_cov_2/4.5covid19
2022-05,78273,56,cutadapt/1.16.6
2022-05,78179,3913,__SET_METADATA__/__SET_METADATA__
2022-05,78033,1908,deeptools_plot_heatmap/3.3.2.0.1
2022-05,78026,710,nanoplot/1.28.2+galaxy1
2022-05,76319,7281,upload1/upload1
2022-05,75514,16,spades_metaplasmidspades/3.15.3+galaxy2
2022-05,75221,103,deeptools_multi_bam_summary/3.5.1.0.0
2022-05,74858,166,varscan_mpileup/2.4.3.1
2022-05,74577,10511,tp_find_and_replace/1.1.3
2022-05,74251,3875,samtools_view/1.9+galaxy2
2022-05,74140,53,CONVERTER_wiggle_to_interval_0/CONVERTER_wiggle_to_interval_0
2022-05,72470,6394,bedtools_genomecoveragebed/2.29.2
2022-05,71145,114,fastq_groomer/1.0.4
2022-05,70770,202,EMBOSS: getorf42/5.0.0.1
2022-05,69848,417,mothur_screen_seqs/1.39.5.1
2022-05,68691,69,bacteria_tradis/1.4.5+galaxy2
2022-05,67786,177,deeptools_multi_bigwig_summary/3.3.2.0.0
2022-05,67415,295,fasta_merge_files_and_filter_unique_sequences/1.2.0
2022-05,66505,156,mothur_filter_seqs/1.39.5.0
2022-05,66082,6011,gops_concat_1/1.0.1
2022-05,65382,100,nextclade/1.5.1+galaxy0
2022-05,64925,131,samtools_calmd/2.0.2
2022-05,64343,8,rnaspades/3.15.4+galaxy0
2022-05,64260,99,circgraph/0.9-RC2
2022-05,63134,53,dada2_assignTaxonomyAddspecies/1.20+galaxy0
2022-05,62640,590,goseq/1.44.0+galaxy0
2022-05,62024,682,cshl_fastx_barcode_splitter/1.0.1
2022-05,61170,153,dada2_dada/1.20+galaxy0
2022-05,61066,99,bg_diamond/2.0.8.0
2022-05,59442,203,bamtools/2.4.0.0
2022-05,59325,720,mothur_summary_seqs/1.39.5.0
2022-05,59103,107,snpSift_annotate/4.3+t.galaxy1
2022-05,59010,104,mummer_dnadiff/4.0.0rc1+galaxy2
2022-05,58727,98,tb_profiler_profile/3.0.8+galaxy0
2022-05,58589,130,picard_MarkDuplicatesWithMateCigar/2.18.2.1
2022-05,56866,57,fastq_dump/2.10.9+galaxy0
2022-05,56531,1652,medaka_consensus/1.0.3+galaxy2
2022-05,55835,97,cshl_fastx_quality_statistics/1.0.1
2022-05,54362,94,seacr/1.3+galaxy1
2022-05,53644,36,cd_hit_dup/0.0.1
2022-05,53574,2290,lofreq_indelqual/2.1.5+galaxy0
2022-05,52985,168,ngsutils_bam_filter/0.5.9
2022-05,51154,51,shovill/1.1.0+galaxy0
2022-05,50497,303,ivar_variants/1.3.1+galaxy2
2022-05,50073,118,picard_CollectInsertSizeMetrics/2.18.2.1
2022-05,49601,42,fastq_masker_by_quality/1.1.5
2022-05,48790,4,deeptools_plot_coverage/3.3.2.0.0
2022-05,48131,90,mothur_chimera_vsearch/1.39.5.2
2022-05,48053,42,deseq2/2.11.40.6+galaxy2
2022-05,47307,38,rna_star/2.5.2b-0
2022-05,47201,1088,annotatemyids/3.12.0+galaxy1
2022-05,47093,6007,gops_subtract_1/1.0.0
2022-05,46712,19,mothur_shhh_flows/1.39.5.0
2022-05,46631,118,qualimap_rnaseq/2.2.2d+galaxy1
2022-05,45990,1524,kraken-report/1.3.1
2022-05,45967,126,mummer_mummer/4.0.0rc1+galaxy2
2022-05,45646,59,picard_MergeBamAlignment/2.18.2.1
2022-05,45577,1513,Kraken2Tax/1.2
2022-05,45189,5977,gops_merge_1/1.0.0
2022-05,44923,25,spades_coronaspades/3.15.3+galaxy2
2022-05,44801,5612,bcftools_consensus/1.10+galaxy1
2022-05,43404,54,deeptools_plot_fingerprint/3.3.2.0.0
2022-05,42030,106,jvarkit_wgscoverageplotter/20201223+galaxy0
2022-05,41924,318,prinseq/0.20.4+galaxy1
2022-05,41185,4517,bedtools_intersectbed/2.30.0
2022-05,40396,269,pileup_parser/1.0.2
2022-05,39431,2133,ivar_trim/1.3.1+galaxy2
2022-05,39045,15,mimodd_align/0.1.9
2022-05,37870,578,fastqc/0.72
2022-05,37863,56,dada2_learnErrors/1.20+galaxy0
2022-05,37842,32,progressivemauve/2015_02_13.1
2022-05,37471,28,bcftools_isec/1.10
2022-05,37138,424,dada2_filterAndTrim/1.20+galaxy0
2022-05,36817,31,flye/2.6
2022-05,36761,40,trim_galore/0.4.3.1
2022-05,36553,75,meme_meme/5.0.5.0
2022-05,35761,69,vcfallelicprimitives/1.0.0_rc3+galaxy0
2022-05,35525,38,rseqc_tin/2.6.4.1
2022-05,35477,133,liftOver1/liftOver1
2022-05,35461,395,bam_to_sam/2.0.1
2022-05,35157,17,mimodd_sort/0.1.9
2022-05,33450,282,vcfvcfintersect/1.0.0_rc1+galaxy0
2022-05,33338,1501,fgsea/1.8.0+galaxy1
2022-05,32304,30,cshl_fastx_artifacts_filter/1.0.1+galaxy0
2022-05,30334,30,bamtools/0.0.1
2022-05,30315,399,pygenomeTracks/3.6
2022-05,29706,502,wig_to_bigWig/wig_to_bigWig
2022-05,29198,637,jbrowse/1.16.11+galaxy1
2022-05,29176,513,CONVERTER_interval_to_bedstrict_0/CONVERTER_interval_to_bedstrict_0
2022-05,28548,359,alphafold/2.1.2+galaxy0
2022-05,28269,104,picard_FastqToSam/2.18.2.1
2022-05,27930,77,sam_to_bam/2.1.1
2022-05,27697,163,fastq_combiner/1.1.5
2022-05,27415,2028,bcftools_annotate/1.10
2022-05,27134,766,CONVERTER_fastq_to_fqtoc0/CONVERTER_fastq_to_fqtoc0
2022-05,27092,51,bwa/0.7.12.1
2022-05,26827,884,samtools_flagstat/2.0.3
2022-05,26611,1139,ebi_sra_main/ebi_sra_main
2022-05,26533,29,ococo/0.1.2.6
2022-05,26183,1032,gops_intersect_1/1.0.0
2022-05,25846,581,circos/0.69.8+galaxy7
2022-05,25793,3719,datamash_ops/1.1.0
2022-05,25123,3390,lofreq_filter/2.1.5+galaxy0
2022-05,25034,8,spades_plasmidspades/3.15.4+galaxy0
2022-05,24976,853,CONVERTER_interval_to_bed_0/CONVERTER_interval_to_bed_0
2022-05,24568,740,edger/3.34.0+galaxy2
2022-05,24418,512,vcffilter2/1.0.0_rc3+galaxy3
2022-05,23984,526,picard_SamToFastq/2.18.2.2
2022-05,23954,8,deeptools_compute_matrix/3.1.2.0.0
2022-05,23678,427,CONVERTER_uncompressed_to_gz/CONVERTER_uncompressed_to_gz
2022-05,23619,559,deeptools_plot_heatmap/3.5.1.0.1
2022-05,23483,1957,sra_source/sra_source
2022-05,23259,179,rseqc_bam_stat/2.6.4
2022-05,23076,35,macs2_bdgdiff/2.1.1.20160309.1
2022-05,22658,498,cshl_fastx_collapser/1.0.1
2022-05,22587,336,ncbi_acc_download/0.2.7+galaxy0
2022-05,22229,32,hisat2/2.1.0+galaxy3
2022-05,22128,16,custom_pro_db/1.22.0
2022-05,22119,77,stringtie/2.1.1
2022-05,21847,3073,replace_column_with_key_value_file/0.2
2022-05,21593,26,disco/1.2.1
2022-05,21579,88,rbc_mirdeep2_mapper/2.0.0.8.1
2022-05,21450,87,presto_pairseq/0.5.4
2022-05,21346,744,rseqc_infer_experiment/2.6.4.1
2022-05,21175,92,racon/1.4.20+galaxy0
2022-05,20902,128,samtools_bedcov/2.0.2
2022-05,20832,7,unicycler/0.4.7.0
2022-05,20664,979,volcanoplot/0.0.5
2022-05,20595,75,mothur_rarefaction_single/1.39.5.0
2022-05,20559,1,deeptools_compute_gc_bias/2.5.0.0
2022-05,20526,260,featurecounts/2.0.1+galaxy1
2022-05,20405,385,ivar_trim/1.2.2+galaxy1
2022-05,20260,109,cshl_fastx_clipper/1.0.3+galaxy0
2022-05,20256,88,rseqc_bam2wig/2.6.4
2022-05,20173,26,fasterq_dump/2.10.9+galaxy0
2022-05,20151,17,picard_MarkDuplicates/2.7.1.1
2022-05,20101,116,compress_file/0.1.0
2022-05,19914,275,bcftools_call/1.10
2022-05,19290,249,tximport/1.22.0
2022-05,19145,14,deeptools_plot_coverage/3.5.1.0.0
2022-05,18735,6,spades_metaviralspades/3.15.3+galaxy2
2022-05,18057,58,umi_tools_extract/1.1.2+galaxy2
2022-05,17812,382,dada2_mergePairs/1.20+galaxy0
2022-05,17623,2,repeatmasker_wrapper/4.1.2-p1+galaxy0
2022-05,17620,29,macs2_randsample/2.1.1.20160309.1
2022-05,17410,1538,sort1/sort1
2022-05,17191,58,picard_DownsampleSam/2.18.2.1
2022-05,16776,22,vcfannotate/1.0.0_rc3+galaxy0
2022-05,16754,441,scanpy_plot/1.7.1+galaxy1
2022-05,16737,1,vcfselectsamples/1.0.0_rc3+galaxy0
2022-05,16361,172,seqtk_subseq/1.3.1
2022-05,16221,26,bg_diamond/2.0.15+galaxy0
2022-05,16180,85,seqtk_mergepe/1.3.1
2022-05,16059,56,length_and_gc_content/0.1.2
2022-05,16036,62,cuffmerge/2.2.1.2
2022-05,15731,302,fastq_to_tabular/1.1.5
2022-05,15705,69,deseq2/2.11.40.6+galaxy1
2022-05,15696,94,kraken_taxonomy_report/0.0.2
2022-05,15286,867,ivar_consensus/1.3.1+galaxy0
2022-05,15196,505,deeptools_plot_profile/3.3.2.0.0
2022-05,15159,29,transit_gumbel/3.0.2+galaxy1
2022-05,14765,3,salsa/2.3+galaxy2
2022-05,14619,1575,cat1/cat1
2022-05,14605,469,mothur_unique_seqs/1.39.5.0
2022-05,14481,546,bcftools_filter/1.10
2022-05,14479,106,snippy_core/4.6.0+galaxy0
2022-05,14337,3,spades_biosyntheticspades/3.15.3+galaxy2
2022-05,14205,1655,minimap2/2.17+galaxy2
2022-05,14080,27,trinotate/3.2.2+galaxy0
2022-05,13736,1618,tp_cut_tool/1.1.0
2022-05,13726,295,CONVERTER_bed_gff_or_vcf_to_bigwig_0/CONVERTER_bed_gff_or_vcf_to_bigwig_0
2022-05,13265,13,feelnc/0.2
2022-05,13250,90,medaka_consensus/1.4.4+galaxy0
2022-05,13088,158,bedtools_multicovtbed/2.30.0
2022-05,12789,117,pe_histogram/1.0.1
2022-05,12719,154,scanpy_inspect/1.7.1+galaxy0
2022-05,12705,8,deeptools_bam_coverage/3.1.2.0.0
2022-05,12583,3,mimodd_delcall/0.1.9
2022-05,12552,30,mimodd_convert/0.1.9
2022-05,12430,388,presto_parselog/0.5.4
2022-05,12428,37,gmx_em/2022+galaxy0
2022-05,12307,732,table_compute/1.2.4+galaxy0
2022-05,12250,831,cat_multiple/0.2
2022-05,12234,225,regex1/1.0.1
2022-05,12121,114,quast/5.0.2+galaxy5
2022-05,11897,24,bedtools_unionbedgraph/2.30.0
2022-05,11764,9,sklearn_ensemble/1.0.8.3
2022-05,11690,36,rseqc_FPKM_count/2.6.4.1
2022-05,11682,107,mothur_fastq_info/1.39.5.0
2022-05,11422,1121,comp1/comp1
2022-05,11412,8,exonerate/2.4.0+galaxy2
2022-05,11263,54,featurecounts/1.6.4+galaxy2
2022-05,11235,13,bowtie_wrapper/1.1.2
2022-05,11046,126,vcf2tsv/1.0.0_rc3+galaxy0
2022-05,10998,124,CONVERTER_bz2_to_uncompressed/CONVERTER_bz2_to_uncompressed
2022-05,10959,1075,csv_to_tabular/csv_to_tabular
2022-05,10955,11,strelka_germline/2.9.10+galaxy0
2022-05,10924,1065,poretools_extract/0.6.1a1.0
2022-05,10657,1421,samtools_idxstats/2.0.3
2022-05,10598,2,mut2sscs/2.0.0
2022-05,10376,413,deeptools_plot_profile/3.5.1.0.0
2022-05,10265,13,star_fusion/0.5.4-3+galaxy1
2022-05,10244,9,rna_star/2.7.8a
2022-05,10120,5,plant_tribes_kaks_analysis/1.0.3.0
2022-05,9850,171,anndata_manipulate/0.7.5+galaxy0
2022-05,9808,1059,poretools_tabular/0.6.1a1.0
2022-05,9695,54,genrich/0.5+galaxy2
2022-05,9668,264,stringtie_merge/2.1.7+galaxy1
2022-05,9583,9,bedtools_genomecoveragebed/2.27.1
2022-05,9510,924,Grep1/Grep1
2022-05,9413,244,snpEff_build_gb/4.3+T.galaxy4
2022-05,9365,766,vcfvcfintersect/1.0.0_rc3+galaxy0
2022-05,9342,2,mothur_chimera_bellerophon/1.39.5.0
2022-05,9328,530,tp_easyjoin_tool/1.1.2
2022-05,9308,747,tp_cat/0.1.0
2022-05,9291,49,spaln/2.4.6+galaxy0
2022-05,9197,662,filter_by_fasta_ids/2.3
2022-05,9153,525,fastq_join/1.1.2-806.1
2022-05,9153,941,tp_replace_in_column/1.1.3
2022-05,9070,7,mothur_consensus_seqs/1.39.5.0
2022-05,9008,12,vcffixup/1.0.0_rc3+galaxy0
2022-05,8846,28,stringtie/1.3.4
2022-05,8795,11,plotdexseq/1.28.1.0
2022-05,8787,171,staramr_search/0.5.1
2022-05,8609,172,datasets_download_genome/13.14.0
2022-05,8543,287,gffread/2.2.1.3+galaxy0
2022-05,8513,478,collapse_dataset/5.1.0
2022-05,8509,2,picard_FixMateInformation/2.18.2.1
2022-05,8416,2,crossmap_bam/0.5.2+galaxy0
2022-05,8390,2,bowtie2/2.3.4.3
2022-05,8295,14,macs2_callpeak/2.1.1.20160309.0
2022-05,8288,2,correct_barcodes/3.0.2
2022-05,8191,11,microsatellite/1.0.0
2022-05,8067,163,ivar_removereads/1.2.2+galaxy1
2022-05,7977,664,Grouping1/Grouping1
2022-05,7959,600,collection_column_join/0.0.3
2022-05,7923,116,filtlong/0.2.1+galaxy0
2022-05,7831,190,deeptools_plot_correlation/3.3.2.0.0
2022-05,7803,7,EMBOSS: einverted28/5.0.0.1
2022-05,7796,73,samtools_depth/1.9
2022-05,7555,31,vcfcombine/1.0.0_rc3+galaxy0
2022-05,7334,129,rgweblogo3/3.5.0
2022-05,7256,818,tp_replace_in_line/1.1.2
2022-05,7243,20,kallisto_pseudo/0.46.2+galaxy0
2022-05,7238,132,deeptools_plot_correlation/3.5.1.0.0
2022-05,7226,150,samtools_slice_bam/2.0.1
2022-05,7199,169,CONVERTER_bedgraph_to_bigwig/CONVERTER_bedgraph_to_bigwig
2022-05,7167,14,translate_bed/0.1.0
2022-05,7157,199,bedtools_bamtofastq/2.27.1
2022-05,7136,45,picard_CASM/2.18.2.1
2022-05,7105,60,dada2_removeBimeraDenovo/1.20+galaxy0
2022-05,7090,220,presto_parseheaders/0.5.4
2022-05,7076,961,EMBOSS: geecee41/5.0.0
2022-05,7058,17,diffbind/2.10.0+galaxy0
2022-05,7054,6,CONVERTER_sam_to_bigwig_0/CONVERTER_sam_to_bigwig_0
2022-05,7020,11,trimmomatic/0.36.5
2022-05,7012,43,prestor_abseq3/0.5.4
2022-05,6949,100,porechop/0.2.3
2022-05,6907,310,taxonomy_krona_chart/2.7.1
2022-05,6905,10,stringtie/1.3.3
2022-05,6902,464,tp_multijoin_tool/1.1.1
2022-05,6861,85,anndata_inspect/0.7.5+galaxy0
2022-05,6859,16,bowtie_wrapper/1.2.0
2022-05,6819,33,picard_CleanSam/2.18.2.1
2022-05,6808,32,kraken-mpa-report/1.2.4
2022-05,6717,612,sdf_to_tab/2020.03.4+galaxy0
2022-05,6715,17,rseqc_RPKM_saturation/2.6.4.1
2022-05,6576,16,spades/3.12.0+galaxy1
2022-05,6543,350,Count1/Count1
2022-05,6442,7,bwa_wrapper/1.2.3
2022-05,6164,49,featurecounts/1.6.3+galaxy2
2022-05,6152,458,cshl_fastx_trimmer/1.0.0
2022-05,6141,598,gprofiler_gost/0.1.7+galaxy11
2022-05,6134,258,mothur_count_seqs/1.39.5.0
2022-05,6009,280,vcfaddinfo/1.0.0_rc1+galaxy0
2022-05,5885,4,deeptools_plot_enrichment/3.3.2.0.0
2022-05,5777,404,CONVERTER_fasta_to_tabular/CONVERTER_fasta_to_tabular
2022-05,5735,13,bcftools_call/1.4.0
2022-05,5729,570,cshl_fastx_reverse_complement/1.0.2+galaxy0
2022-05,5687,437,tp_grep_tool/1.1.1
2022-05,5630,51,bcftools_merge/1.10
2022-05,5620,378,Extract genomic DNA 1/3.0.3+galaxy2
2022-05,5598,13,deseq2/2.11.40.2
2022-05,5538,106,scanpy_filter/1.7.1+galaxy0
2022-05,5498,51,medaka_variant/1.4.4+galaxy0
2022-05,5479,83,__IMPORT_HISTORY__/__IMPORT_HISTORY__
2022-05,5456,171,pangolin/3.1.14+galaxy0
2022-05,5456,645,tp_head_tool/1.1.0
2022-05,5433,166,fasta-stats/2.0
2022-05,5414,72,samtools_markdup/1.13
2022-05,5385,116,tbvcfreport/0.1.8+galaxy0
2022-05,5380,86,scanpy_cluster_reduce_dimension/1.7.1+galaxy0
2022-05,5380,47,cshl_fastx_barcode_splitter/1.0.0
2022-05,5366,147,bcftools_plugin_counts/1.10+galaxy1
2022-05,5349,89,sniffles/1.0.12+galaxy0
2022-05,5334,205,snpEff_download/4.3+T.galaxy2
2022-05,5263,61,ruvseq/1.26.0+galaxy0
2022-05,5223,119,samtools_view/1.9+galaxy1
2022-05,5214,517,bedtools_getfastabed/2.30.0
2022-05,5162,349,fasta2tab/1.1.1
2022-05,5145,80,idr/2.0.3
2022-05,5115,7,scpipe/1.0.0+galaxy2
2022-05,5099,35,mothur_chimera_vsearch/1.39.5.1
2022-05,5067,58,datamash_transpose/1.1.0
2022-05,4999,382,tp_awk_tool/1.1.2
2022-05,4994,50,gops_coverage_1/1.0.0
2022-05,4942,35,cuffcompare/2.2.1.2
2022-05,4937,555,fasta_filter_by_length/1.2
2022-05,4899,58,circos_gc_skew/0.69.8+galaxy7
2022-05,4896,542,vcfsort/1.0.0_rc3+galaxy0
2022-05,4884,4,tophat/1.5.0
2022-05,4821,4,bamSplit/2.4.0
2022-05,4805,48,dada2_plotQualityProfile/1.20+galaxy0
2022-05,4778,7,bax2bam/0.0.9+galaxy0
2022-05,4777,10,meryl/1.3+galaxy4
2022-05,4774,160,kraken-translate/1.3.1
2022-05,4731,24,bowtie2/2.2.6
2022-05,4691,46,trinity_abundance_estimates_to_matrix/2.9.1
2022-05,4646,319,ncbi_makeblastdb/2.10.1+galaxy0
2022-05,4635,7,genetrack/1.0.1
2022-05,4509,458,tabular_to_csv/tabular_to_csv
2022-05,4504,1,bwa/0.7.15.1
2022-05,4489,6,vcfprimers/1.0.0_rc3+galaxy0
2022-05,4477,100,snpSift_filter/4.3+t.galaxy0
2022-05,4426,440,bandage_image/0.8.1+galaxy3
2022-05,4386,121,CONVERTER_bed_to_gff_0/CONVERTER_bed_to_gff_0
2022-05,4378,74,goenrichment/2.0.1
2022-05,4378,36,mothur_cluster/1.39.5.0
2022-05,4278,6,merqury/1.3+galaxy1
2022-05,4260,22,anndata_import/0.7.5+galaxy0
2022-05,4215,3,diffbind/2.6.6.4
2022-05,4201,453,EMBOSS: water107/5.0.0.1
2022-05,4193,33,ambertools_acpype/21.10+galaxy0
2022-05,4186,396,velvetg/1.2.10.2
2022-05,4177,35,featurecounts/1.4.6.p5
2022-05,4166,378,compose_text_param/0.1.1
2022-05,4119,50,trinity_run_de_analysis/2.9.1
2022-05,4095,41,pangolin/3.1.17+galaxy1
2022-05,4049,53,cummeRbund/2.16.0+galaxy1
2022-05,4020,4,MAF_To_Fasta1/MAF_To_Fasta1
2022-05,4013,74,jbrowse/1.16.11+galaxy0
2022-05,4004,2,samtools_mpileup/2.1.3
2022-05,3985,74,mothur_pcr_seqs/1.39.5.0
2022-05,3981,1,deeptools_plot_coverage/2.5.0.0
2022-05,3963,140,featurecounts/2.0.1
2022-05,3867,72,bcftools_norm/1.10
2022-05,3862,108,gffcompare/0.11.2
2022-05,3778,19,genomescope/2.0+galaxy1
2022-05,3774,3,xchem_transfs_scoring/0.4.0
2022-05,3757,14,CONVERTER_interval_to_bed6_0/CONVERTER_interval_to_bed6_0
2022-05,3744,11,rseqc_junction_annotation/2.6.4.1
2022-05,3743,536,velveth/1.2.10.1
2022-05,3693,510,mothur_taxonomy_to_krona/1.0
2022-05,3675,86,samtools_depth/1.13
2022-05,3600,17,hyphy_strike_ambigs/2.5.36
2022-05,3578,11,samtools_split/1.9
2022-05,3552,83,_ensembl_gtf2gene_list/1.42.1+galaxy6
2022-05,3532,16,kallisto_quant/0.46.0.4
2022-05,3526,172,bioext_bam2msa/0.20.4+galaxy0
2022-05,3433,269,Convert characters1/Convert characters1
2022-05,3428,294,tp_tail_tool/1.1.0
2022-05,3422,9,pipelign/0.2+galaxy0
2022-05,3407,331,Remove beginning1/Remove beginning1
2022-05,3381,316,mothur_make_biom/1.39.5.0
2022-05,3362,22,picard_CollectHsMetrics/2.18.2
2022-05,3325,153,ggplot2_heatmap/3.3.5+galaxy0
2022-05,3288,186,EMBOSS: equicktandem31/5.0.0.1
2022-05,3257,16,vcfgeno2haplo/1.0.0_rc3+galaxy0
2022-05,3232,91,sceasy_convert/0.0.5+galaxy1
2022-05,3208,8,deseq2/2.11.39
2022-05,3193,117,mothur_remove_lineage/1.39.5.0
2022-05,3172,292,tp_sort_header_tool/1.1.1
2022-05,3162,134,PlasFlow/1.0
2022-05,3098,93,CONVERTER_interval_to_bed12_0/CONVERTER_interval_to_bed12_0
2022-05,3093,20,trinity_filter_low_expr_transcripts/2.9.1
2022-05,3088,477,EMBOSS: infoseq46/5.0.0
2022-05,3042,10,cshl_fastq_quality_converter/1.0.1
2022-05,3029,66,macs2_bdgpeakcall/2.1.1.20160309.0
2022-05,3000,95,fargene/0.1+galaxy1
2022-05,2995,125,mothur_classify_otu/1.39.5.0
2022-05,2970,9,fastqc/0.63
2022-05,2921,86,multiqc/1.8+galaxy1
2022-05,2912,133,bcftools_stats/1.10+galaxy1
2022-05,2904,25,datasets_download_genome/13.4.0
2022-05,2852,10,deeptools_compute_matrix/3.3.0.0.0
2022-05,2835,6,iqtree/1.5.5.3
2022-05,2796,11,samtools_phase/2.0.1
2022-05,2779,149,ggplot2_point/3.3.5+galaxy0
2022-05,2778,2,hyphy_meme/2.5.36+galaxy2
2022-05,2769,369,newick_display/1.6+galaxy1
2022-05,2743,1,mimodd_covstats/0.1.9
2022-05,2736,180,CONVERTER_gff_to_bed_0/CONVERTER_gff_to_bed_0
2022-05,2710,12,vcfcheck/1.0.0_rc3+galaxy0
2022-05,2691,7,vcfhethom/1.0.0_rc3+galaxy0
2022-05,2676,110,mothur_remove_seqs/1.39.5.0
2022-05,2674,157,gtftobed12/357
2022-05,2673,189,seq_filter_by_id/0.2.7
