month_year,num_jobs,tool_name,tool_version
 2021-3     ,163,kraken-report,1.3.1                                                                 
 2021-3     ,163,meme_chip,4.11.2+galaxy1                                                                    
 2021-3     ,160,cshl_fastx_clipper,1.0.1                                                            
 2021-3     ,159,seqtk_sample,1.3.2                                                                              
 2021-3     ,157,rseqc_geneBody_coverage,2.6.4.3                                                              
 2021-3     ,156,jvarkit_wgscoverageplotter,20201223+galaxy0                                
 2021-3     ,156,trinity_align_and_estimate_abundance,2.9.1                       
 2021-3     ,155,trinity,2.9.1                                                                                 
 2021-3     ,155,mothur_remove_seqs,1.39.5.0                                                        
 2021-3     ,152,cshl_fastx_reverse_complement,1.0.2+galaxy0                              
 2021-3     ,152,mothur_chimera_vsearch,1.39.5.1                                                
 2021-3     ,151,tp_tail_tool,1.1.0                                                              
 2021-3     ,148,metaspades,3.9.0                                                                           
 2021-3     ,148,iqtree,1.5.5.3                                                                                 
 2021-3     ,147,augustus,3.3.3                                                                         
 2021-3     ,147,ivar_variants,1.2.2+galaxy0                                                             
 2021-3     ,145,cshl_fastq_quality_filter,1.0.1                                              
 2021-3     ,144,bedtools_closestbed,2.29.0                                                                   
 2021-3     ,144,regexColumn1,1.0.1                                                             
 2021-3     ,144,query_tabular,3.1.1                                                                     
 2021-3     ,144,pygenomeTracks,3.6
 2021-3     ,142,sam_to_bam,2.1.1                                                                       
 2021-3     ,142,bcftools_view,1.1
 2021-3     ,142,rseqc_bam_stat,2.6.4                                                                         
 2021-3     ,139,mothur_screen_seqs,1.39.5.0                                                        
 2021-3     ,139,gd_raxml,1.0.0                                                                
 2021-3     ,137,fastq_groomer,1.1.1                                                                 
 2021-3     ,136, __EXPORT_HISTORY__                                                                                                                     , __EXPORT_HISTORY__                                                                                                                     
 2021-3     ,135, CONVERTER_gff_to_bed_0                                                                                                                 , CONVERTER_gff_to_bed_0                                                                                                                 
 2021-3     ,134,fastqc,0.63
 2021-3     ,134,samtools_bedcov,2.0.2                                                             
 2021-3     ,134,maker,2.31.11                                                                                   
 2021-3     ,133,kraken,1.3.1                                                                               
 2021-3     ,133,venn_list,0.1.1                                                                         
 2021-3     ,133,fastq_masker_by_quality,1.1.5                                             
 2021-3     ,132, liftOver1                                                                                                                              , liftOver1                                                                                                                              
 2021-3     ,132,bedtools_subtractbed,2.29.2                                                                  
 2021-3     ,131,velveth,1.2.10.2                                                                           
 2021-3     ,131,cshl_fastx_clipper,1.0.3+galaxy0                                                    
 2021-3     ,130, Summary_Statistics1                                                                                                                    , Summary_Statistics1                                                                                                                    
 2021-3     ,129,samtools_depth,1.9
 2021-3     ,128,EMBOSS: infoseq46,5.0.0                                                                  
 2021-3     ,127,umi_tools_extract,0.5.5.1                                                           
 2021-3     ,127,mothur_count_groups,1.39.5.0                                                      
 2021-3     ,127,fastq_combiner,1.1.5                                                               
 2021-3     ,126,mothur_dist_seqs,1.39.5.0                                                            
 2021-3     ,125,mothur_dist_shared,1.39.5.0                                                        
 2021-3     ,124,velvetoptimiser,2.2.6                                                       
 2021-3     ,122,pathview,1.24.0+galaxy0                                                                      
 2021-3     ,121,vcfhethom,1.0.0_rc3+galaxy0                                                             
 2021-3     ,121,tximport,0.1
 2021-3     ,119, CONVERTER_interval_to_bed12_0                                                                                                          , CONVERTER_interval_to_bed12_0                                                                                                          
 2021-3     ,117,mothur_sub_sample,1.39.5.0                                                          
 2021-3     ,116,datamash_transpose,1.1.0                                                           
 2021-3     ,116,mothur_get_groups,1.39.5.0                                                          
 2021-3     ,115,bedtools_multiintersectbed,2.29.2                                                            
 2021-3     ,115,biom_convert,2.1.5.3                                                                     
 2021-3     ,115, CONVERTER_bed_to_gff_0                                                                                                                 , CONVERTER_bed_to_gff_0                                                                                                                 
 2021-3     ,114,metagenomeseq_normalizaton,1.16.0-0.0.1                                   
 2021-3     ,114,bcftools_convert_to_vcf,1.1
 2021-3     ,113,mothur_summary_single,1.39.5.2                                                  
 2021-3     ,113,fasttree,2.1.10+galaxy1                                                                      
 2021-3     ,112,uniprot,0.2
 2021-3     ,112, bed2gff1                                                                                                                               , bed2gff1                                                                                                                               
 2021-3     ,112,cshl_fastq_quality_converter,1.0.1                                        
 2021-3     ,111, gene2exon1                                                                                                                             , gene2exon1                                                                                                                             
 2021-3     ,111,featurecounts,1.6.4+galaxy1                                                             
 2021-3     ,108,snpSift_annotate,4.3+t.galaxy1                                                                
 2021-3     ,106,addName,0.2.0                                                            
 2021-3     ,106,trinity_abundance_estimates_to_matrix,2.9.1                     
 2021-3     ,106,deeptools_plot_fingerprint,3.3.2.0.0                                 
 2021-3     ,105,mothur_cluster,1.39.5.0                                                                
 2021-3     ,104, CONVERTER_fasta_to_len                                                                                                                 , CONVERTER_fasta_to_len                                                                                                                 
 2021-3     ,104,picard_NormalizeFasta,2.18.2.1                                                             
 2021-3     ,103,snpEff_databases,4.3+T.galaxy2                                                                 
 2021-3     ,103,PlasFlow,1
 2021-3     ,102,bwa_mem,0.1
 2021-3     ,101,anndata_inspect,0.7.4+galaxy1                                                         
 2021-3     ,101,EMBOSS: getorf42,5.0.0.1                                                                 
 2021-3     ,100,rseqc_FPKM_count,2.6.4.1                                                                     
 2021-3     ,99,dada2_mergePairs,1.16+galaxy0                                                        
 2021-3     ,98,dropletutils,1.10.0+galaxy1                                                              
 2021-3     ,97,gffcompare,0.11.2                                                                          
 2021-3     ,97,cshl_fastq_quality_boxplot,1.0.1                                            
 2021-3     ,96,bedtools_bedtoigv,2.29.2                                                                     
 2021-3     ,94,mothur_biom_info,1.39.5.0                                                            
 2021-3     ,94,picard_FastqToSam,2.18.2.1                                                                 
 2021-3     ,94, CONVERTER_len_to_linecount                                                                                                             , CONVERTER_len_to_linecount                                                                                                             
 2021-3     ,94,fastq_to_fasta_python,1.1.1                                                          
 2021-3     ,94,dada2_dada,1.16+galaxy0                                                                    
 2021-3     ,93,fastq_dump,2.10.8+galaxy0                                                                   
 2021-3     ,93,bg_diamond_makedb,0.9.29                                                                
 2021-3     ,93,fastq_paired_end_interlacer,1.2.0.1+galaxy0                           
 2021-3     ,92, gff2bed1                                                                                                                               , gff2bed1                                                                                                                               
 2021-3     ,92,ococo,0.1.2.6                                                                                   
 2021-3     ,90,rnaspades,3.9.0.1                                                                           
 2021-3     ,89,fastq_manipulation,1.1.5                                                       
 2021-3     ,88,kraken-translate,1.3.1                                                           
 2021-3     ,86,mothur_remove_groups,1.39.5.0                                                    
 2021-3     ,86,dada2_assignTaxonomyAddspecies,1.16+galaxy0                            
 2021-3     ,85,transit_resampling,3.0.2+galaxy0                                                   
 2021-3     ,84,mothur_chimera_vsearch,1.39.5.2                                                
 2021-3     ,84,allele_counts_1,1.3.2                                                                  
 2021-3     ,84,cuffmerge,2.2.1.2                                                                       
 2021-3     ,82,mothur_seq_error,1.39.5.0                                                            
 2021-3     ,82,Kraken2Tax,1.2
 2021-3     ,81, gff_filter_by_attribute                                                                                                                , gff_filter_by_attribute                                                                                                                
 2021-3     ,81,vcfcombine,1.0.0_rc3+galaxy0                                                           
 2021-3     ,79,deeptools_plot_pca,3.3.2.0.0                                                 
 2021-3     ,78,dada2_makeSequenceTable,1.16+galaxy0                                          
 2021-3     ,78,mummer_dnadiff,4.0.0beta2+galaxy1                                                      
 2021-3     ,78,annotatemyids,3.7.0+galaxy2                                                             
 2021-3     ,77,scanpy_plot,1.4.4.post1+galaxy3                                                           
 2021-3     ,77,bandage_info,0.8.1+galaxy1                                                                    
 2021-3     ,77,microsatellite,1.0.0                                                       
 2021-3     ,77,deeptools_multi_bigwig_summary,3.3.2.0.0                         
 2021-3     ,76,biom_add_metadata,2.1.5.1                                                           
 2021-3     ,74,compose_text_param,0.1.1                                                           
 2021-3     ,74,pe_histogram,1.0.1                                                                       
 2021-3     ,73,fasta_compute_length,1.0.3                                                   
 2021-3     ,73,gatk4_mutect2,4.1.7.0+galaxy02                                                          
 2021-3     ,73,rseqc_junction_annotation,2.6.4.1                                                            
 2021-3     ,73,bcftools_merge,1.1
 2021-3     ,72,roary,3.13.0+galaxy1                                                                            
 2021-3     ,72,fastq_filter,1.0.0                                                                   
 2021-3     ,71,medaka_consensus_pipeline,1.0.3+galaxy2                                     
 2021-3     ,71,staramr_search,0.5.1                                                                          
 2021-3     ,69, createInterval                                                                                                                         , createInterval                                                                                                                         
 2021-3     ,69,mothur_venn,1.39.5.0                                                                      
 2021-3     ,69,bedtools_windowbed,2.29.0                                                                    
 2021-3     ,69,picard_CASM,2.18.2.1                                                                       
 2021-3     ,68,transdecoder,5.5.0+galaxy1                                                               
 2021-3     ,68,table_annovar,0.1
 2021-3     ,68,samtools_fixmate,1.9
 2021-3     ,68,bcftools_consensus,1.10+galaxy1                                                    
 2021-3     ,68, CONVERTER_bed_to_fli_0                                                                                                                 , CONVERTER_bed_to_fli_0                                                                                                                 
 2021-3     ,67, CONVERTER_bed_to_bgzip_0                                                                                                               , CONVERTER_bed_to_bgzip_0                                                                                                               
 2021-3     ,67,datamash_reverse,1.1.0                                                               
 2021-3     ,66,newick_display,1.6
 2021-3     ,66,salmon,0.14.1.2+galaxy1                                                                  
 2021-3     ,66,picard_AddOrReplaceReadGroups,1.126.0                                                      
 2021-3     ,65,samtools_calmd,2.0.2                                                               
 2021-3     ,65,kraken_taxonomy_report,0.0.2                                                   
 2021-3     ,64,varscan_somatic,2.4.3.6                                                               
 2021-3     ,64,vcfannotate,1.0.0_rc3+galaxy0                                                         
 2021-3     ,64,fastq_filter,1.1.1                                                                   
 2021-3     ,64,multiqc,1.6
 2021-3     ,64,mothur_trim_seqs,1.39.5.0                                                            
 2021-3     ,64,cufflinks,2.2.1.0                                                                       
 2021-3     ,63,anndata_manipulate,0.6.22.post1+galaxy4                                            
 2021-3     ,63,macs2_bdgpeakcall,2.1.1.20160309.0                                                              
 2021-3     ,63,augustus_training,3.3.3                                                       
 2021-3     ,63,vcfbreakcreatemulti,1.0.0_rc3+galaxy0                                         
 2021-3     ,63,rna_star,2.7.5b                                                                             
 2021-3     ,63,bwameth,0.2.2                                                                                 
 2021-3     ,63,flye,2.6
 2021-3     ,63,EMBOSS: dottup26,5.0.0                                                                   
 2021-3     ,63,circgraph,0.9-RC2                                                                              
 2021-3     ,62,dada2_learnErrors,1.16+galaxy0                                                      
 2021-3     ,60,tabular_to_fastq,1.1.5                                                           
 2021-3     ,60,bcftools_stats,1.1
 2021-3     ,59,pca1,1.0.2                                                           
 2021-3     ,59,bedtools_bamtofastq,2.27.1                                                                   
 2021-3     ,59,flanking_features_1,4.0.1                                                       
 2021-3     ,59, CONVERTER_vcf_to_bgzip_0                                                                                                               , CONVERTER_vcf_to_bgzip_0                                                                                                               
 2021-3     ,58,cshl_fastx_nucleotides_distribution,1.0.1                          
 2021-3     ,58,fasta_filter_by_length,1.1
 2021-3     ,57,bedtools_bedpetobam,2.29.2                                                                   
 2021-3     ,57,racon,1.3.1.1                                                                             
 2021-3     ,56,bedtools_annotatebed,2.29.2                                                                  
 2021-3     ,56,EMBOSS: extractseq35,5.0.0                                                               
 2021-3     ,56,deeptools_compute_matrix,3.1.2.0.0                                     
 2021-3     ,56,snpsift_vartype,4.3+t.galaxy0                                                                 
 2021-3     ,56,plotdexseq,1.28.1.0                                                                            
 2021-3     ,56,bamtools_split,2.4.0                                                               
 2021-3     ,55,XY_Plot_1,1.0.1                                                                           
 2021-3     ,55,bowtie2,2.3.4.2                                                                           
 2021-3     ,55, CONVERTER_bed_to_tabix_0                                                                                                               , CONVERTER_bed_to_tabix_0                                                                                                               
 2021-3     ,55,picard_MarkDuplicatesWithMateCigar,2.18.2.1                                                
 2021-3     ,55,rna_starsolo,2.7.7a                                                                      
 2021-3     ,55,busco,5.0.0+galaxy0                                                                             
 2021-3     ,55,hyphy_relax,2.5.29+galaxy0                                                                
 2021-3     ,54,snpfreqplot,1.0+galaxy3                                                                   
 2021-3     ,54,rbc_splitfasta,0.4.0                                                                   
 2021-3     ,54,subtract_query1,0.1
 2021-3     ,54,mothur_parsimony,1.39.5.0                                                            
 2021-3     ,53,tp_uniq_tool,1.1.1                                                              
 2021-3     ,53,crossmap_bed,0.3.7+galaxy1                                                               
 2021-3     ,53,deeptools_plot_heatmap,3.3.0.0.1                                         
 2021-3     ,53,hisat2,2.1.0+galaxy4                                                                           
 2021-3     ,52,fastq_paired_end_joiner,2.0.1.0                                           
 2021-3     ,52, CONVERTER_interval_to_bigwig_0                                                                                                         , CONVERTER_interval_to_bigwig_0                                                                                                         
 2021-3     ,52,EMBOSS: dotmatcher24,5.0.0.1                                                             
 2021-3     ,52,seqtk_subseq,1.3.1                                                                              
 2021-3     ,51,EMBOSS: extractfeat34,5.0.0.1                                                            
 2021-3     ,51,mothur_remove_seqs,1.36.1.0                                                        
 2021-3     ,50,mothur_make_contigs,1.36.1.0                                                      
 2021-3     ,50,mothur_merge_files,1.39.5.0                                                        
 2021-3     ,49,samtools_split,1.9
 2021-3     ,49, CONVERTER_fasta_to_2bit                                                                                                                , CONVERTER_fasta_to_2bit                                                                                                                
 2021-3     ,49,tp_split_on_column,0.2
 2021-3     ,49,vcfgenotypes,1.0.0_rc3+galaxy0                                                       
 2021-3     ,49,vsearch_chimera_detection,1.9.7.0                                                             
 2021-3     ,49,pilon,1.20.1                                                                                    
 2021-3     ,49,build_ucsc_custom_track_1,1.0.0                                                 
 2021-3     ,48, random_lines1                                                                                                                          , random_lines1                                                                                                                          
 2021-3     ,48,mummer_mummerplot,4.0.0beta2+galaxy1                                                
 2021-3     ,48,macs2_bdgdiff,2.1.1.20160309.1                                                                  
 2021-3     ,48,cshl_fastx_barcode_splitter,1.0.0                                          
 2021-3     ,48,bedtools_slopbed,2.29.0                                                                      
 2021-3     ,48, hgv_david                                                                                                                              , hgv_david                                                                                                                              
 2021-3     ,47,cuffquant,2.2.1.1                                                                       
 2021-3     ,47,prinseq,0.20.4                                                                                
 2021-3     ,47,bowtie2,2.2.6.2                                                                           
 2021-3     ,47, bed_to_bigBed                                                                                                                          , bed_to_bigBed                                                                                                                          
 2021-3     ,47,gff_to_prot,3.0.2+galaxy0                                                                 
 2021-3     ,47,seurat,3.2.2+galaxy0                                                                           
 2021-3     ,46,trinity_align_and_estimate_abundance,2.9.1+galaxy1               
 2021-3     ,46,ncbi_tblastn_wrapper,2.10.1+galaxy0                                               
 2021-3     ,45,sina,1.7.2+galaxy0                                                                               
 2021-3     ,45,cd_hit_dup,0.0.1                                                                       
 2021-3     ,45,deeptools_bam_coverage,3.3.0.0.0                                         
 2021-3     ,45,rseqc_bam2wig,2.6.4                                                                          
 2021-3     ,44,featurecounts,1.6.3+galaxy2                                                             
 2021-3     ,44,ruvseq,1.16.0+galaxy1                                                                          
 2021-3     ,44,jcvi_gff_stats,0.8.4                                                                   
 2021-3     ,44,fastqe,0.2.6+galaxy0                                                                           
 2021-3     ,42,cshl_fasta_formatter,1.0.1                                                        
 2021-3     ,42,sra_pileup,2.10.3                                                                           
 2021-3     ,42,column_remove_by_header,0.0.1                                                 
 2021-3     ,42, MAF_To_Fasta1                                                                                                                          , MAF_To_Fasta1                                                                                                                          
 2021-3     ,42,tb_profiler_profile,2.8.14+galaxy1                                                         
 2021-3     ,41,bowtie2,2.3.4.3                                                                           
 2021-3     ,41, CONVERTER_vcf_to_tabix_0                                                                                                               , CONVERTER_vcf_to_tabix_0                                                                                                               
 2021-3     ,41,samtools_slice_bam,2
 2021-3     ,41,gffcompare_to_bed,0.2.1                                                         
 2021-3     ,41, __IMPORT_HISTORY__                                                                                                                     , __IMPORT_HISTORY__                                                                                                                     
 2021-3     ,41,EMBOSS: dottup26,5.0.0.1                                                                 
 2021-3     ,40,miniasm,0.3+galaxy0                                                                           
 2021-3     ,40,macs2_bdgcmp,2.1.1.20160309.0                                                                   
 2021-3     ,40,sickle,1.33.2                                                                                  
 2021-3     ,40,EMBOSS: merger54,5.0.0.1                                                                 
 2021-3     ,40,samtools_idxstats,2.0.1                                                         
 2021-3     ,40,dexseq,1.28.1+galaxy1                                                                          
 2021-3     ,40,cshl_fastx_renamer,0.0.14+galaxy1                                                   
 2021-3     ,39,cuffcompare,2.2.1.2                                                                   
 2021-3     ,39,repeatmasker_wrapper,4.0.9                                                        
 2021-3     ,38,mothur_summary_single,1.39.5.0                                                  
 2021-3     ,38, CONVERTER_maf_to_interval_0                                                                                                            , CONVERTER_maf_to_interval_0                                                                                                            
 2021-3     ,38,circos_wiggle_to_stacked,0.69.8+galaxy7                                                        
 2021-3     ,38,samtools_view,1.9+galaxy1                                                               
 2021-3     ,38,heatmap_1,1.0.0                                                                       
 2021-3     ,38,trimmomatic,0.36.5                                                                   
 2021-3     ,38,multiqc,1.8+galaxy1                                                                           
 2021-3     ,37,mothur_lefse,1.39.5.0                                                                    
 2021-3     ,37,mimodd_varcall,0.1.9                                                                    
 2021-3     ,37,Interval2Maf1,1.0.1+galaxy0                                                              
 2021-3     ,37,sqlite_to_tabular,2.0.1                                                             
 2021-3     ,37,heinz_visualization,0.1.1                                                                       
 2021-3     ,36,sam_bw_filter,1.0.0                                                       
 2021-3     ,36,bg_find_subsequences,0.2
 2021-3     ,36,progressivemauve,2015_02_13.0                                                        
 2021-3     ,36,gubbins,0.1.0                                                                                 
 2021-3     ,36,mothur_amova,1.39.5.0                                                                    
 2021-3     ,35,tophat2,0.9
 2021-3     ,35,mimodd_vcf_filter,0.1.9                                                                 
 2021-3     ,35,fastqe,0.2.6+galaxy1                                                                           
 2021-3     ,35,ebi_metagenomics_run_downloader,0.1.0                                 
 2021-3     ,35,kallisto_pseudo,0.46.0.1                                                              
 2021-3     ,35,tophat2,2.1.0                                                                             
 2021-3     ,35,snap_training,2013_11_29+galaxy1                                                        
 2021-3     ,35, __EXPORT_HISTORY_TO_URI__                                                                                                              , __EXPORT_HISTORY_TO_URI__                                                                                                              
 2021-3     ,34,mothur_pcoa,1.39.5.0                                                                      
 2021-3     ,34,vcfflatten2,1.0.0_rc3+galaxy0                                                          
 2021-3     ,34,cshl_fasta_nucleotides_changer,1.0.2                                     
 2021-3     ,34,msstats,3.22.0.0                                                                          
 2021-3     ,34,deeptools_plot_coverage,3.3.2.0.0                                       
 2021-3     ,33, CONVERTER_wig_to_bigwig                                                                                                                , CONVERTER_wig_to_bigwig                                                                                                                
 2021-3     ,33,gfa_to_fa,0.1.2                                                                             
 2021-3     ,33,bedtools_reldistbed,2.29.2                                                                   
 2021-3     ,33,trim_galore,0.4.3.1                                                                 
 2021-3     ,33,bedtools_shufflebed,2.29.0                                                                   
 2021-3     ,32,regex1,1.0.1                                                                   
 2021-3     ,32, CONVERTER_bz2_to_uncompressed                                                                                                          , CONVERTER_bz2_to_uncompressed                                                                                                          
 2021-3     ,32,mothur_merge_count,1.39.5.0                                                        
 2021-3     ,31,fastqc,0.67
 2021-3     ,31,qualimap_counts,2.2.2d                                                                
 2021-3     ,31,EMBOSS: dotmatcher24,5.0.0                                                               
 2021-3     ,31,mothur_get_group,1.39.5.0                                                            
 2021-3     ,30,vcffixup,1.0.0_rc3+galaxy0                                                               
 2021-3     ,30,gmx_setup,2020.2+galaxy0                                                               
 2021-3     ,30,dada2_learnErrors,1.18+galaxy0                                                      
 2021-3     ,30,bcftools_query,1.1
 2021-3     ,29,fasterq_dump,2.10.8+galaxy0                                                                 
 2021-3     ,29,collapse_dataset,4.2
 2021-3     ,29,bedtools_unionbedgraph,2.29.2                                                                
 2021-3     ,29,kraken-filter,1.3.1                                                                 
 2021-3     ,29,bcftools_isec,1.1
 2021-3     ,29,ebi_search_rest_results,0.1.1                                                 
 2021-3     ,28,vsearch_clustering,2.8.3.0                                                                    
 2021-3     ,28,trinity_run_de_analysis,2.9.1                                                 
 2021-3     ,28,ggplot2_violin,2.2.1+galaxy0                                                           
 2021-3     ,28,gops_coverage_1,1.0.0                                                                    
 2021-3     ,28,deeptools_plot_enrichment,3.3.2.0.0                                   
 2021-3     ,28,Add_a_column1,1.1.0                                                                  
 2021-3     ,28,freebayes,1.1.0.46-0                                                                    
 2021-3     ,28, Show tail1                                                                                                                             , Show tail1                                                                                                                             
 2021-3     ,28,seqtk_trimfq,1.3.1                                                                              
 2021-3     ,28,idr,2.0.3                                                                                         
 2021-3     ,27,cuffnorm,2.2.1.3                                                                         
 2021-3     ,27,anndata_import,0.6.22.post1+galaxy4                                                    
 2021-3     ,27,plant_tribes_gene_family_classifier,1.0.3.0                      
 2021-3     ,27,gmx_sim,2020.2+galaxy0                                                                   
 2021-3     ,27,circos_tableviewer,0.69.8+galaxy7                                                              
 2021-3     ,27,sklearn_feature_selection,1.0.8.2                                     
 2021-3     ,27,heinz_bum,1
 2021-3     ,26,circos_interval_to_tile,0.69.8+galaxy7                                                         
 2021-3     ,26,maxbin2,2.2.7+galaxy2                                                                      
 2021-3     ,26,bcftools_concat,1.1
 2021-3     ,26,EMBOSS: pepstats71,5.0.0                                                                 
 2021-3     ,26,scanpy_plot,1.7.1+galaxy0                                                                 
 2021-3     ,26,disco,1.2.0                                                                                     
 2021-3     ,26,seqtk_comp,1.3.1                                                                                
 2021-3     ,25,mlst,2.19.0                                                                                      
 2021-3     ,25,flash,1.2.11.4                                                                                  
 2021-3     ,25,scanpy_filter,1.4.4.post1+galaxy3                                                       
 2021-3     ,25,deeptools_compute_gc_bias,3.3.2.0.0                                   
 2021-3     ,25,fastqc,0.71
 2021-3     ,25,multiqc,1.8+galaxy0                                                                           
 2021-3     ,25,circos_wiggle_to_scatter,0.69.8+galaxy7                                                        
 2021-3     ,24,macs2_bdgbroadcall,2.1.1.20160309.0                                                             
 2021-3     ,24,dada2_dada,1.18+galaxy0                                                                    
 2021-3     ,24,feelnc,0.2
 2021-3     ,24,hyphy_busted,2.5.29+galaxy0                                                              
 2021-3     ,24,scanpy_inspect,1.4.4.post1+galaxy3                                                     
 2021-3     ,24,cshl_fastx_artifacts_filter,1.0.1+galaxy0                                  
 2021-3     ,24,fasplit,357
 2021-3     ,24,picard_ValidateSamFile,2.18.2.1                                                            
 2021-3     ,24,picard_DownsampleSam,2.18.2.1                                                              
 2021-3     ,24,filter_tabular,3.1.2                                                                   
 2021-3     ,24,trinotate,3.2.1                                                                             
 2021-3     ,23,EMBOSS: pepwindow73,5.0.0                                                                
 2021-3     ,23,fastq_groomer,1.0.4                                                                 
 2021-3     ,23,velvetg,1.2.10.2                                                                           
 2021-3     ,23,transit_hmm,3.0.2+galaxy0                                                                 
 2021-3     ,23,sklearn_svm_classifier,1.0.8.2                                           
 2021-3     ,23,collapse_dataset,4
 2021-3     ,23,featurecounts,1.6.2                                                                     
 2021-3     ,23,samtools_markdup,1.9+galaxy2                                                         
 2021-3     ,23,EMBOSS: pepinfo69,5.0.0                                                                  
 2021-3     ,22, CONVERTER_gff_to_fli_0                                                                                                                 , CONVERTER_gff_to_fli_0                                                                                                                 
 2021-3     ,22,bedtools_map,2.29.2.2                                                                        
 2021-3     ,22,picard_EstimateLibraryComplexity,2.18.2.1                                                  
 2021-3     ,22,vcfselectsamples,1.0.0_rc3+galaxy0                                               
 2021-3     ,22,intervene_upset,0.6.4                                                                       
 2021-3     ,22,samtools_rmdup,1.0.0                                                               
 2021-3     ,22,bacteria_tradis,1.4.5+galaxy2                                                               
 2021-3     ,22,picard_MarkDuplicates,2.18.2.1                                                             
 2021-3     ,22,rna_star,2.7.2b                                                                             
 2021-3     ,22,fasta_concatenate0,0.0.1                                             
 2021-3     ,22,bamleftalign,1.1.0.46-0                                                                 
 2021-3     ,21,qualimap_bamqc,2.2.2d+galaxy1                                                          
 2021-3     ,21, CONVERTER_gff_to_interval_index_0                                                                                                      , CONVERTER_gff_to_interval_index_0                                                                                                      
 2021-3     ,21,kraken-mpa-report,1.2.4                                                             
 2021-3     ,21,sequence_content_trimmer,0.1
 2021-3     ,21,samtools_slice_bam,0.0.1                                                       
 2021-3     ,21,tp_cut_tool,1.0.0                                                               
 2021-3     ,21,dada2_assignTaxonomyAddspecies,1.18+galaxy0                            
 2021-3     ,21,plant_tribes_assembly_post_processor,1.0.3.0                    
 2021-3     ,21,deseq2,2.11.40.6                                                                               
 2021-3     ,21,bedtools_flankbed,2.29.0                                                                     
 2021-3     ,20,rna_starsolo,2.7.8a                                                                      
 2021-3     ,20,lofreq_alnqual,2.1.5+galaxy0                                                           
 2021-3     ,20,mimodd_varextract,0.1.9                                                                 
 2021-3     ,20,tradis_gene_insert_sites,1.4.5+galaxy2                                                      
 2021-3     ,20,EMBOSS: needle56,5.0.0.1                                                                 
 2021-3     ,20,anndata_inspect,0.7.5+galaxy0                                                         
 2021-3     ,20,tp_unfold_column_tool,1.1.1                                                     
 2021-3     ,20,EMBOSS: revseq82,5.0.0                                                                   
 2021-3     ,20,bedtools_complementbed,2.29.2                                                                
 2021-3     ,20,kobas_annotate,2.1.1                                                                            
 2021-3     ,19,crossmap_gff,0.3.7+galaxy1                                                               
 2021-3     ,19,picard_CollectRnaSeqMetrics,2.18.2.2                                                       
 2021-3     ,19,column_order_header_sort,0.0.1                                               
 2021-3     ,19,get_pdb,0.1.0                                                                           
 2021-3     ,19,poretools_tabular,0.6.1a1.0                                                         
 2021-3     ,19,cshl_fastq_quality_filter,1.0.2                                              
 2021-3     ,19, Extract_features1                                                                                                                      , Extract_features1                                                                                                                      
 2021-3     ,19,sailfish,0.10.1.1                                                                      
 2021-3     ,19,picard_artifact_metrics,2.18.2.1                                                           
 2021-3     ,19,jbrowse,1.16.11+galaxy0                                                                       
 2021-3     ,19,scatterplot_rpy,1.0.3                                                                 
 2021-3     ,19,tn93,1.0.4                                                                                       
 2021-3     ,19,bed_to_protein_map,0.2.0                                                       
 2021-3     ,19,deeptools_compute_matrix,3.3.0.0.0                                     
 2021-3     ,19,samtools_reheader,2.0.1+galaxy1                                                 
